NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles
0,0,0,0,0,0,0,0,0,0,0,0,NC1:C:C:C:N:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)NC1:N:C(N):N:C(Cl):N:1
0,0,1,,0,0,0,0,0,0,0,0,NC1:N:C2:C:C:C:C:C:2:S:1
0,0,0,0,0,0,0,0,0,0,0,0,NC1CCC(CC2CCC(N)CC2)CC1
0,0,0,0,0,0,0,0,0,0,0,0,CC1(C)CC(N)CC(C)(CN)C1
0,0,0,0,0,0,0,0,0,0,0,0,NCCCN1CCN(CCCN)CC1
0,0,1,,0,0,0,0,0,0,0,0,NNC(=O)OCC1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1
0,0,0,0,0,0,0,1,0,0,0,0,O.O.O.O.O.O.O.O=S(=O)([O-])[O-].[Co+2]
0,0,0,0,0,0,0,0,0,0,0,0,O=[Mo](=O)=O
0,0,0,,0,0,0,0,0,0,0,0,NC(=O)C1:C:C:C:C([N+](=O)[O-]):C:1
0,0,0,,0,0,0,0,0,0,1,0,O=[N+]([O-])C1:C:C:C(O):C:C:1
0,0,0,,0,0,0,0,0,0,0,0,O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
0,0,0,0,0,0,0,1,0,0,0,0,CCOC(=O)/C=C/C(=O)OCC
0,0,0,0,0,0,0,0,0,0,0,0,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)NC1:C:C:C:C:C:1
0,0,0,,1,0,0,0,0,0,0,0,O=C(C=CC1:C:C:C:C:C:1)OCCCC1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)(O)C(=O)C1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,COCCOC(=O)CC#N
0,0,0,0,0,0,0,0,0,0,0,0,C=CC(C)(CCC=C(C)C)OC(=O)CC(C)C
0,0,0,0,0,0,0,0,0,1,0,0,CCOC(=O)COC1:C:C:C(C):C:C:1
0,0,0,0,0,0,0,1,0,0,0,0,CC(C)N(C(=O)COC1:N:N:C(C(F)(F)F):S:1)C1:C:C:C(F):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,NC(=O)NC1:C:C:C:C:C:1
0,0,1,,0,0,0,0,0,0,0,0,O=C(NC(=O)C1:C:C:C:C:C:1Cl)NC1:C:C:C(OC(F)(F)F):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CN(C)C(=O)NC1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,COC1:C:C:C(CN(CCN(C)C)C2:C:C:C:C:N:2):C:C:1.O=C(O)/C=C\C(=O)O
0,0,1,,0,0,0,0,0,0,0,0,N[C@@H](CC1:C:C(I):C(OC2:C:C(I):C(O):C(I):C:2):C(I):C:1)C(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,CC(O)C(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,CC1:C:C:C(C(=O)O):O:1
0,0,1,0,0,0,0,0,0,0,0,0,O=C(O)C1:C:C:C:C(OC2:C:C:C:C:C:2):C:1
0,0,0,,0,0,0,0,0,0,0,0,CC(C)=CCCC(C)CC(=O)O
0,0,0,0,0,0,0,1,0,0,1,0,O=C(O)CC(Cl)C(=O)O
0,0,0,0,0,0,0,1,0,0,0,0,CCC1:C:C:C:C2:C3:C(:[NH]:C:1:2)C(CC)(CC(=O)O)OCC3
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCCCCCCC(=O)O
0,0,1,1,0,0,0,0,0,0,0,0,O=C(O)CCCCCCNC1C2:C:C:C:C:C:2CCC2:C:C:C:C:C:21
0,0,0,0,0,0,0,0,0,0,0,0,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O
0,0,0,,1,0,0,0,0,0,0,0,C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O
0,0,0,0,0,0,0,1,0,0,0,0,CN(C)C(=O)NC1:C:C:C:C(OC(=O)NC(C)(C)C):C:1
0,0,0,0,1,1,0,0,0,0,0,0,CCCCOC(=O)C1:C:C:C:C:C:1C(=O)OCC1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCOC(=O)C1:C:C:C(C(=O)OCCCCCCCC):C(C(=O)OCCCCCCCC):C:1
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCCCOC(=O)C1:C:C:C:C:C:1C(=O)OCCCCCCCC
0,0,0,0,0,0,0,0,0,0,0,0,C=C(C)C(=O)OCCN(CC)CC
0,0,0,,0,0,0,0,0,0,0,0,C=C(C)C(=O)OCCOCCOC(=O)C(=C)C
0,0,0,0,0,0,0,0,0,0,0,0,O=C1:C:C:C2:C:C:C:C:C:2:O:1
0,0,0,0,0,0,0,0,0,0,0,0,CC1(C)CC(=O)CC(C)(C)N1
0,0,0,,0,0,0,0,0,0,1,0,O=C1CCCCCCCCCCCCCC1
0,0,0,0,0,0,0,0,0,0,0,0,O=C1NC(=O)C(C2:C:C:C:C:C:2)(C2:C:C:C:C:C:2)N1
1,1,0,1,1,1,0,0,0,0,0,0,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O
0,0,1,0,0,0,0,0,0,0,0,0,CC(C)NC(=O)N1CC(=O)N(C2:C:C(Cl):C:C(Cl):C:2)C1=O
0,0,0,0,0,0,0,0,0,0,0,0,CC1:C:C:N:C2:C:1NC(=O)C1:C:C:C:N:C:1N2C1CC1
0,0,1,0,0,0,0,1,1,0,1,0,O=C1C2:C:C:C:C:C:2C(=O)C1C1:N:C2:C:C:C:C:C:2:C(Br):C:1O
0,0,1,0,0,0,0,0,0,0,0,0,O=C1:C2:C:C:C:C:C:2:C(=O):C2:C:1:C:C(Cl):C1:[NH]:C3:C(:[NH]:C:1:2):C(Cl):C:C1:C(=O):C2:C:C:C:C:C:2:C(=O):C:1:3
0,0,0,0,0,0,0,0,0,0,0,0,O=P(O)(OCC1:C:C:C:C:C:1)OCC1:C:C:C:C:C:1
0,0,1,0,0,0,0,0,0,0,0,0,CCOP(=S)(OCC)OC1:C:C:C(S(C)=O):C:C:1
0,0,0,,0,0,0,0,0,0,0,0,OB(O)O
0,0,0,0,0,0,0,0,0,0,0,0,OC(CN1:C:N:C:N:1)(CN1:C:N:C:N:1)C1:C:C:C(F):C:C:1F
0,0,0,0,0,0,0,0,0,0,0,0,CC(CC1:C:C:C(OCC(=O)O):C:C:1)NCC(O)C1:C:S:C(C(F)(F)F):N:1
0,0,0,0,0,0,0,0,0,0,0,0,OC[C@@H](O)[C@H]1O[C@@H]2O[C@H](C(Cl)(Cl)Cl)O[C@@H]2[C@H]1O
0,0,0,0,0,0,0,0,0,0,0,0,CC1=CC(=O)CC(C)(C)C1(O)/C=C/C(C)=C\C(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,C=CCC1:C:C:C(O):C(OC):C:1
0,0,0,0,0,0,0,0,0,0,0,0,COC1:C:C(CCC(C)=O):C:C:C:1O
0,0,0,0,1,0,0,0,0,0,1,0,O=C1OC[C@H](CC2:C:C:C:C(O):C:2)[C@H]1CC1:C:C:C:C(O):C:1
0,0,0,0,0,0,0,0,0,0,0,0,OC1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,O=C1C2:C(O):C:C:C:C:2CC2:C:C:C:C(O):C:21
0,0,1,,0,0,0,1,0,0,1,0,OC1:C:C:C:C2:C:C:C:C:C:1:2
0,0,1,0,0,0,0,1,0,0,1,0,OC1:C:C:C:C2:C:C:C:C:C:1:2
1,1,0,0,0,0,0,0,0,0,0,0,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO
0,0,0,,0,0,0,0,0,0,0,0,CCCCCCC(O)CO
0,0,0,,0,0,0,0,0,0,0,0,OCCCCC(O)CO
0,0,0,0,0,0,0,0,0,0,0,0,CC(COC(C)(C)C)OCCCO
0,0,0,0,0,0,0,0,0,0,0,0,NCCCN(CCO)CCO
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCCOS(=O)(=O)O.OCCN(CCO)CCO
0,0,0,0,0,0,0,0,0,0,0,0,OCCOCCO
0,0,0,0,0,0,0,0,0,1,0,0,CCCCOCCOCCOCCO
0,0,0,0,0,0,0,0,0,0,1,0,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Ba+2]
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCCN1:C:C:[N+](C):C:1.[Br-]
0,0,0,0,0,0,0,0,0,0,0,0,CCCC[N+]1:C:C:C:C:C:1.[Br-]
0,0,0,,0,0,0,0,0,0,0,0,O=[Cd]
0,0,0,0,0,0,0,0,0,0,0,0,C[N+](C)(C)CCO.[Cl-]
0,0,0,0,0,0,0,1,0,0,0,0,C=CC(=O)OCC[N+](C)(C)C.[Cl-]
0,0,0,0,0,0,0,0,0,0,0,0,C[N+]1(C)CCCCC1.[Cl-]
0,0,0,0,0,0,0,0,0,0,0,0,CCCC[N+]1:C:C:C:C(C):C:1.[Cl-]
0,0,0,0,0,0,0,0,0,0,0,0,CCCCN1:C:C:[N+](C):C:1.[Cl-]
0,0,0,0,1,0,0,0,0,0,0,0,[C-]#N.[Cu+]
0,0,0,0,0,0,0,0,0,0,0,0,CC[N+]1(C)CCCC1.[I-]
0,0,0,0,0,0,0,0,0,0,0,0,O=S(=O)([O-])[O-].[Li+].[Li+]
0,0,0,0,0,0,0,0,0,0,0,0,[N-]=[N+]=[N-].[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,CCCCC1:C:C:C2:C(:N:1)[C@@H](C1:C:C:C(OC):C:C:1C[C@H](C)C(=O)[O-])[C@H](C(=O)[O-])[C@H]2C1:C:C:C2:C(:C:1)OCO2.[Na+].[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,O=S(=O)([O-])OOS(=O)(=O)[O-].[Na+].[Na+]
0,0,0,,0,0,0,0,0,0,0,0,CCCC(CCC)C(=O)[O-].[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,O=S(=O)([O-])C1:C:C:C2:C:C(O):C:C:C:2:C:1.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,NC1:C:C(S(=O)(=O)[O-]):C:C2:C:C(S(=O)(=O)O):C:C(O):C:1:2.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,O=S(=O)([O-])C1:C:C:C:C2:C:C:C:C:C:1:2.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,CNCCS(=O)(=O)[O-].[Na+]
0,0,0,0,1,0,0,0,0,0,0,0,CCCCCCCCCOS(=O)(=O)[O-].[Na+]
0,0,0,0,0,0,0,0,0,1,0,0,CCCCN(CCCC)C(=S)[S-].[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,CNC(=S)[S-].[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,CC1:C:C:C(S(=O)(=O)[O-]):C:C:1C.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,CCC1(C2:C:C:C:C:C:2)C(=O)N=C([O-])NC1=O.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,CC1:C:C(Cl):C:C:C:1OCC(=O)[O-].[Na+]
0,0,1,0,0,0,0,1,0,0,0,0,COC1:C:C:N:C(CS(=O)C2:N:C3:C:C(OC(F)F):C:C:C:3:[N-]:2):C:1OC.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,O.O.O=C1:N:C([O-]):N(Cl):C(=O):N:1Cl.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,O=C([O-])[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,NC1:C:C:C([As](=O)([O-])O):C:C:1.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)[O-])OC1CCCCC1.[Na+]
0,0,0,0,1,0,0,0,0,0,0,0,O=C1[N-]S(=O)(=O)C2:C:C:C:C:C:21.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,COC(=O)C1:C:C(C(=O)OC):C:C(S(=O)(=O)[O-]):C:1.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,O=CC1:C:C:C:C:C:1S(=O)(=O)[O-].[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCS(=O)(=O)[O-].[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,O=S(=O)([O-])[S-].[NH4+].[NH4+]
0,0,0,0,0,0,0,0,0,0,0,0,CC1(C)[C@@H](O[C@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O[C@@H]2O[C@H](C(=O)[O-])[C@@H](O)[C@H](O)[C@H]2O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C.O.O.O.[NH4+]
0,0,0,,0,0,0,0,0,0,0,0,CN/C(=N/[N+](=O)[O-])NCC1CCOC1
0,0,0,0,0,0,0,0,0,0,1,0,CCCN(CCC)C1:C([N+](=O)[O-]):C:C(C(F)(F)F):C:C:1[N+](=O)[O-]
0,0,0,,0,0,0,0,0,0,0,0,O=[N+]([O-])C1:C:C:C(NCCO):C(OCCO):C:1
0,0,0,0,0,0,0,0,0,0,1,0,O=[N+]([O-])C1:C:C:C2:[NH]:C:N:C:2:C:1
0,0,0,0,0,0,0,0,0,0,0,0,C[N+]1([O-])CCOCC1
0,0,0,,0,0,0,0,0,0,0,0,CC1(C)CC(=O)CC(C)(C)N1[O]
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCC[N+](C)(C)CCCS(=O)(=O)[O-]
0,0,0,0,0,0,0,0,0,0,0,0,Br.CN1[C@H]2C[C@H](OC(=O)[C@H](CO)C3:C:C:C:C:C:3)C[C@@H]1[C@H]1O[C@@H]21.O.O.O
0,0,0,0,0,0,0,0,0,0,0,0,ClC(Cl)(Br)Br
0,0,0,,0,0,0,0,0,0,0,0,O=C(O)C1:C:C(Br):C(O):C(Br):C:1
0,0,1,0,0,0,0,0,0,0,0,0,BrC1:N:C2:C:C:C:C:C:2:S:1
0,0,0,0,0,0,0,0,0,0,1,0,BrC1:C:C:C(OC2:C:C:C(Br):C:C:2):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,BrC1:C:C:C:C:C:1C1:C:C:C:C:C:1
0,0,0,,0,0,0,0,0,0,0,0,C=CCBr
0,0,0,,0,0,0,0,0,0,0,0,BrCCBr
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCCCCCBr
0,0,0,0,0,0,0,1,0,0,0,0,OCCBr
0,0,0,0,1,0,0,0,0,0,0,0,CC1=CCC(=C(C)C)CC1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2
0,0,0,0,0,0,0,0,0,0,0,0,CC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F
0,0,0,0,0,0,0,0,0,0,0,0,CCN1:C:C:[N+](C):C:1.CS(=O)(=O)[O-]
0,0,0,0,0,0,0,0,0,0,0,0,CCN1:C:C:[N+](C):C:1.O=S(=O)([O-])C(F)(F)F
0,0,0,0,0,0,0,0,0,0,0,0,C[N+]1:C:C:N(CCO):C:1.F[B-](F)(F)F
0,0,0,0,0,0,0,0,0,0,0,0,C[Si](C)(C)C
0,0,0,0,0,0,0,0,0,0,0,0,C[Si](NC1CCCCC1)(NC1CCCCC1)NC1CCCCC1
0,0,0,0,0,0,0,0,0,0,0,0,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)=CC(C)(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)C=C(C)C
0,0,0,,0,0,0,0,0,0,0,0,CC(=O)C=C(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)=CCC/C(C)=C\CO
0,0,0,0,1,1,0,0,0,0,0,0,CC(C)=CCC/C(C)=C/CO
0,0,0,0,0,0,0,0,0,0,0,0,C/C=C(/C)C#N
0,0,0,0,0,0,0,1,0,0,0,0,C/C=C/C=C/C=O
0,0,0,1,0,0,0,0,0,0,0,0,C=C(C)[C@@H]1CCC2=CC(=O)C[C@@H](C)[C@]2(C)C1
0,0,0,0,0,0,0,0,0,0,0,0,C=C(C)C#N
0,0,0,0,0,0,0,0,0,0,0,0,C=C(C)C(=O)OCCCCCCCCCCCC
0,0,0,0,0,0,0,0,0,0,0,0,C=C(C)C(=O)OCCOC1CC2CC1C1C=CCC21
0,0,0,0,0,0,0,0,0,0,0,0,C=CC(=O)OCC
0,0,0,0,0,0,0,0,0,0,0,0,C=CC(=O)OCC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,C=CC(=O)OCCCCCCCC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,C=CC(=O)OCCCCCCCCCC
0,0,0,0,0,0,0,0,0,0,0,0,C=CC(C)=O
0,0,0,0,0,0,0,0,0,0,0,0,C=CC(N)=O
0,0,0,0,0,0,0,0,0,0,0,0,C=CC1CO1
0,0,0,0,0,0,0,0,0,0,0,0,C=CCC1:C:C(OC):C2:C(:C:1)OCO2
0,0,0,0,0,0,0,0,0,0,0,0,C=CCCCCCCCCO
0,0,0,0,0,0,0,0,0,0,0,0,C=CCOCC(CO)(COCC=C)COCC=C
0,0,0,0,0,0,0,0,0,0,0,0,C=CCOCC1CO1
0,0,0,,0,0,0,0,0,0,0,1,C=CCSSCC=C
0,0,0,0,0,0,0,0,0,0,0,0,C=COCCOCCOCCOC=C
0,0,0,0,0,0,0,0,0,0,0,0,C1:C:C:C(C2:N:N:N:[NH]:2):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,C1:C:C:C2:C(:C:1)OC1:C:C:C:C:C:1S2
0,0,1,0,0,0,0,0,0,0,0,0,C1:C:C:C2:[NH]:C:C:C:2:C:1
0,0,0,0,0,0,0,0,0,0,0,0,C1:C:C:C2:[NH]:N:N:C:2:C:1
0,0,1,0,0,0,0,0,0,0,0,0,C1:C:C:C2:S:C:N:C:2:C:1
0,0,0,0,0,0,0,0,0,0,0,0,C1CCCCC1
0,0,0,,0,0,0,0,0,0,0,0,C1:C:C:C(C2CO2):C:C:1
0,0,0,,0,0,0,0,0,0,0,0,C1CCC(NC2CCCCC2)CC1
0,0,0,0,0,0,0,0,0,0,0,0,C1:C:C:C(OC2:C:C:C:C:C:2):C:C:1
0,0,0,,0,0,0,0,0,0,0,0,C1:C:C:C(OC2:C:C:C:C:C:2):C:C:1
0,0,0,0,0,0,0,0,0,1,0,0,C1:C:C:C(SC2:C:C:C:C:C:2):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,C1CCN(CN2CCCCC2)CC1
0,0,0,0,0,0,0,0,0,0,0,0,C1CN2CCN1CC2
0,0,0,,0,0,0,0,0,0,0,0,C1COCCN1
0,0,0,0,0,0,0,0,0,0,0,0,C1N2CN3CN1CN(C2)C3
0,0,1,0,0,0,0,0,0,0,1,0,C1:C:C:C2:C(:C:1):C1:C:C:C:C3:C:C:C4:C:C:C:C:2:C:4:C:3:1
0,0,0,0,0,0,0,0,0,0,0,0,C=C(C)C(=O)OCC(C)O
0,0,0,0,0,0,0,1,0,0,0,0,CC(=O)C(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)C=CC1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)C1:C:C:C2:C:C:C:C:C:2:C:1
0,0,0,,0,0,0,0,0,0,0,0,CC(=O)C1:C:C:C:[NH]:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)C1:C:C:C:N:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)C1CCOC1=O
0,0,0,,0,0,0,0,0,0,0,0,CC(=O)CC(=O)NC1:C:C:C2:[NH]:C(=O):[NH]:C:2:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CCOC(=O)CC(C)=O
0,0,0,0,0,0,0,0,0,0,0,0,CCCC(C)=O
0,0,0,0,0,0,0,0,0,0,0,0,CCCC(C)=O
0,0,0,0,1,0,0,0,0,0,0,0,CC(=O)NCCO
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)O.O=C(NCC1CCCCN1)C1:C:C(OCC(F)(F)F):C:C:C:1OCC(F)(F)F
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)OC[C@H]1O[C@H](O[C@]2(COC(C)=O)O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@@H]2OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)OC(C)(C)CC1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)OCC1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)OCCC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C#N)C(C)(C)C#N
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)C(=O)Cl
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)C1:C:C:C(C(=O)O):C:C:1
0,0,0,0,0,0,0,0,0,0,1,0,CC(C)(C)C1:C:C:C:C(C(C)(C)C):C:1O
0,0,0,0,0,0,0,0,0,0,1,0,CC(C)(C)C1:C:C:C:C:C:1O
0,0,0,,0,0,0,0,0,0,0,0,CC(CC=O)CC(C)(C)C
0,0,0,,0,0,0,0,0,0,0,0,CC(C)(C)N(CCO)CCO
0,0,0,0,0,0,0,0,0,0,0,0,C=CC(=O)NC(C)(C)C
0,0,0,,0,0,0,0,0,0,0,0,CC(C)(C)OOC(=O)C1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,C=CC(C)(C)CC(=O)OC
0,0,0,0,0,0,0,0,0,0,0,0,COC(C)(C)CCO
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)(Cl)Cl
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)C(O)C(C)(C)CO
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)(CO)CO
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)C(=O)OCC(C)(C)C(O)C(C)C
0,0,0,0,1,0,0,0,0,0,0,0,CC(C)(COC(=O)C1:C:C:C:C:C:1)COC(=O)C1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)(O)CCC1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)C=O
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)C1:C:C:C(C#N):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C=O)CC1:C:C:C(C(C)C):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)C1:C:C:C(C(C)C):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CC#N
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)CC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CC1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCC(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCCCCC1:C:C:C(OCCOCCO):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCCCCCOC(=O)C1:C:C:C:C:C:1C(=O)OCCCCCCCC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCCCOC(=O)C1:C:C:C:C:C:1C(=O)OCCCCCC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCCCOC(=O)CCS
0,0,0,,0,0,0,0,0,0,0,0,CC(C)CCCO
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCOC(=O)C1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCON=O
0,0,0,,0,0,0,0,0,0,0,0,CC(C)COC(=O)C=CC1:C:C:C:C:C:1
0,0,0,,0,0,0,0,0,0,0,0,CC(C)NC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)OB(OC(C)C)OC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCCCC(=O)OC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)OCCO
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)SCC1:C:C:C:O:1
0,0,0,,0,0,0,0,0,0,0,0,CC(CC(=O)Cl)CC(C)(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CCC(C)C(=O)O
0,0,0,0,1,0,0,0,0,0,0,0,CCC(C)C(C)=O
0,0,0,,0,0,0,0,0,0,0,0,CCC(C)C=O
0,0,0,0,0,0,0,0,0,0,0,0,CCOP(=O)(SC(C)CC)N1CCSC1=O
0,0,0,0,0,0,0,0,0,0,0,0,CC(C#N)CCC#N
0,0,0,0,0,0,0,0,0,0,0,0,CC(CO)CO
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCC(=O)OCC(C)OC(=O)CCCCCCCC
0,0,0,,0,0,0,0,0,0,0,0,CC(N)CN
0,0,0,,0,0,0,0,0,0,0,0,COCC(C)N
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)(O)CCC(C)(C)O
0,0,0,0,0,0,0,0,0,0,0,0,C=CC(C)(O)CC/C=C(\C)CC
0,0,0,0,0,0,0,0,0,0,0,0,CC(O)C(C)O
0,0,0,0,0,0,0,0,0,0,0,0,CC(O)C1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(O)CCl
0,0,0,0,0,0,0,0,0,0,0,0,CC(O)COC1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(O)COCC(C)O
0,0,0,0,0,0,0,0,0,0,0,0,CC/C(=N\OC/C=C/Cl)C1=C(O)CC(C2CCOCC2)CC1=O
0,0,0,0,1,0,0,0,0,0,0,0,CC[Ge](Cl)(CC)CC
0,0,0,0,0,0,0,0,0,0,0,0,CC/C=C/CCO
0,0,0,0,0,0,0,1,0,0,0,0,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC=CC(=O)CCCC
0,0,0,0,0,0,0,0,0,0,0,0,CC1(C)C(O)C(C)(C)C1O
